nohup: ignoring input
Not init distributed mode.
Start training
/home/multi-gpu/anaconda3/envs/RT/lib/python3.10/site-packages/torch/_utils.py:776: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  return self.fget.__get__(instance, owner)()
Initial lr:  [5e-05, 5e-05, 5e-05]
Resume checkpoint from ./output/rtdetr_regnet_6x_coco/checkpoint0067.pth
Loading last_epoch
Loading model.state_dict
Loading ema.state_dict
Loading optimizer.state_dict
Loading lr_scheduler.state_dict
loading annotations into memory...
Done (t=7.87s)
creating index...
index created!
loading annotations into memory...
Done (t=0.25s)
creating index...
index created!
number of params: 38516260
Epoch: [68]  [    0/14785]  eta: 6:19:27  lr: 0.000100  loss: 13.9568 (13.9568)  loss_vfl: 0.6038 (0.6038)  loss_bbox: 0.0901 (0.0901)  loss_giou: 0.4275 (0.4275)  loss_vfl_aux_0: 0.7179 (0.7179)  loss_bbox_aux_0: 0.1064 (0.1064)  loss_giou_aux_0: 0.4618 (0.4618)  loss_vfl_aux_1: 0.6427 (0.6427)  loss_bbox_aux_1: 0.0992 (0.0992)  loss_giou_aux_1: 0.4520 (0.4520)  loss_vfl_aux_2: 0.5752 (0.5752)  loss_bbox_aux_2: 0.1133 (0.1133)  loss_giou_aux_2: 0.4500 (0.4500)  loss_vfl_aux_3: 0.6131 (0.6131)  loss_bbox_aux_3: 0.0929 (0.0929)  loss_giou_aux_3: 0.4327 (0.4327)  loss_vfl_aux_4: 0.6150 (0.6150)  loss_bbox_aux_4: 0.0902 (0.0902)  loss_giou_aux_4: 0.4275 (0.4275)  loss_vfl_aux_5: 0.7591 (0.7591)  loss_bbox_aux_5: 0.1382 (0.1382)  loss_giou_aux_5: 0.5179 (0.5179)  loss_vfl_dn_0: 0.4497 (0.4497)  loss_bbox_dn_0: 0.2258 (0.2258)  loss_giou_dn_0: 0.5250 (0.5250)  loss_vfl_dn_1: 0.3801 (0.3801)  loss_bbox_dn_1: 0.1550 (0.1550)  loss_giou_dn_1: 0.4179 (0.4179)  loss_vfl_dn_2: 0.3656 (0.3656)  loss_bbox_dn_2: 0.1170 (0.1170)  loss_giou_dn_2: 0.3809 (0.3809)  loss_vfl_dn_3: 0.3562 (0.3562)  loss_bbox_dn_3: 0.1098 (0.1098)  loss_giou_dn_3: 0.3765 (0.3765)  loss_vfl_dn_4: 0.3512 (0.3512)  loss_bbox_dn_4: 0.1093 (0.1093)  loss_giou_dn_4: 0.3744 (0.3744)  loss_vfl_dn_5: 0.3515 (0.3515)  loss_bbox_dn_5: 0.1093 (0.1093)  loss_giou_dn_5: 0.3748 (0.3748)  time: 1.5399  data: 0.4041  max mem: 10503
Epoch: [71]  [ 9900/14785]  eta: 0:40:51  lr: 0.000100  loss: 14.9792 (15.2699)  loss_vfl: 0.7006 (0.6706)  loss_bbox: 0.1375 (0.1506)  loss_giou: 0.3913 (0.4493)  loss_vfl_aux_0: 0.7813 (0.7636)  loss_bbox_aux_0: 0.1423 (0.1610)  loss_giou_aux_0: 0.4182 (0.4706)  loss_vfl_aux_1: 0.7255 (0.7193)  loss_bbox_aux_1: 0.1376 (0.1549)  loss_giou_aux_1: 0.4067 (0.4586)  loss_vfl_aux_2: 0.7222 (0.6966)  loss_bbox_aux_2: 0.1338 (0.1524)  loss_giou_aux_2: 0.4086 (0.4535)  loss_vfl_aux_3: 0.6995 (0.6825)  loss_bbox_aux_3: 0.1336 (0.1514)  loss_giou_aux_3: 0.3888 (0.4509)  loss_vfl_aux_4: 0.7016 (0.6751)  loss_bbox_aux_4: 0.1374 (0.1506)  loss_giou_aux_4: 0.3919 (0.4494)  loss_vfl_aux_5: 0.7363 (0.7547)  loss_bbox_aux_5: 0.1821 (0.1945)  loss_giou_aux_5: 0.4705 (0.5282)  loss_vfl_dn_0: 0.4524 (0.4432)  loss_bbox_dn_0: 0.2679 (0.2586)  loss_giou_dn_0: 0.4956 (0.5459)  loss_vfl_dn_1: 0.3691 (0.3769)  loss_bbox_dn_1: 0.1667 (0.1885)  loss_giou_dn_1: 0.3799 (0.4378)  loss_vfl_dn_2: 0.3580 (0.3597)  loss_bbox_dn_2: 0.1545 (0.1684)  loss_giou_dn_2: 0.3574 (0.4092)  loss_vfl_dn_3: 0.3428 (0.3534)  loss_bbox_dn_3: 0.1499 (0.1634)  loss_giou_dn_3: 0.3514 (0.4022)  loss_vfl_dn_4: 0.3425 (0.3507)  loss_bbox_dn_4: 0.1540 (0.1617)  loss_giou_dn_4: 0.3491 (0.3997)  loss_vfl_dn_5: 0.3427 (0.3501)  loss_bbox_dn_5: 0.1541 (0.1617)  loss_giou_dn_5: 0.3487 (0.4000)  time: 0.5002  data: 0.0096  max mem: 16873
Epoch: [71]  [10000/14785]  eta: 0:40:01  lr: 0.000100  loss: 15.0528 (15.2692)  loss_vfl: 0.6698 (0.6706)  loss_bbox: 0.1427 (0.1506)  loss_giou: 0.4149 (0.4493)  loss_vfl_aux_0: 0.7931 (0.7636)  loss_bbox_aux_0: 0.1487 (0.1611)  loss_giou_aux_0: 0.4399 (0.4706)  loss_vfl_aux_1: 0.6996 (0.7193)  loss_bbox_aux_1: 0.1543 (0.1550)  loss_giou_aux_1: 0.4024 (0.4586)  loss_vfl_aux_2: 0.6987 (0.6966)  loss_bbox_aux_2: 0.1524 (0.1525)  loss_giou_aux_2: 0.4149 (0.4535)  loss_vfl_aux_3: 0.6915 (0.6825)  loss_bbox_aux_3: 0.1434 (0.1515)  loss_giou_aux_3: 0.4159 (0.4509)  loss_vfl_aux_4: 0.6689 (0.6751)  loss_bbox_aux_4: 0.1439 (0.1506)  loss_giou_aux_4: 0.4151 (0.4494)  loss_vfl_aux_5: 0.7736 (0.7548)  loss_bbox_aux_5: 0.1984 (0.1945)  loss_giou_aux_5: 0.5100 (0.5281)  loss_vfl_dn_0: 0.4477 (0.4432)  loss_bbox_dn_0: 0.2500 (0.2586)  loss_giou_dn_0: 0.5320 (0.5459)  loss_vfl_dn_1: 0.3832 (0.3769)  loss_bbox_dn_1: 0.1625 (0.1885)  loss_giou_dn_1: 0.4036 (0.4376)  loss_vfl_dn_2: 0.3637 (0.3597)  loss_bbox_dn_2: 0.1415 (0.1684)  loss_giou_dn_2: 0.3772 (0.4091)  loss_vfl_dn_3: 0.3535 (0.3534)  loss_bbox_dn_3: 0.1288 (0.1634)  loss_giou_dn_3: 0.3717 (0.4021)  loss_vfl_dn_4: 0.3514 (0.3507)  loss_bbox_dn_4: 0.1298 (0.1617)  loss_giou_dn_4: 0.3675 (0.3996)  loss_vfl_dn_5: 0.3505 (0.3501)  loss_bbox_dn_5: 0.1299 (0.1617)  loss_giou_dn_5: 0.3675 (0.3999)  time: 0.4989  data: 0.0094  max mem: 16873
Epoch: [71]  [10100/14785]  eta: 0:39:10  lr: 0.000100  loss: 14.6464 (15.2665)  loss_vfl: 0.6750 (0.6707)  loss_bbox: 0.1315 (0.1505)  loss_giou: 0.3639 (0.4491)  loss_vfl_aux_0: 0.7578 (0.7637)  loss_bbox_aux_0: 0.1260 (0.1611)  loss_giou_aux_0: 0.3869 (0.4704)  loss_vfl_aux_1: 0.7079 (0.7193)  loss_bbox_aux_1: 0.1340 (0.1550)  loss_giou_aux_1: 0.3751 (0.4584)  loss_vfl_aux_2: 0.6894 (0.6967)  loss_bbox_aux_2: 0.1316 (0.1524)  loss_giou_aux_2: 0.3588 (0.4533)  loss_vfl_aux_3: 0.6889 (0.6826)  loss_bbox_aux_3: 0.1337 (0.1514)  loss_giou_aux_3: 0.3653 (0.4507)  loss_vfl_aux_4: 0.6860 (0.6752)  loss_bbox_aux_4: 0.1313 (0.1506)  loss_giou_aux_4: 0.3637 (0.4492)  loss_vfl_aux_5: 0.7396 (0.7550)  loss_bbox_aux_5: 0.1788 (0.1946)  loss_giou_aux_5: 0.4445 (0.5279)  loss_vfl_dn_0: 0.4345 (0.4431)  loss_bbox_dn_0: 0.2254 (0.2587)  loss_giou_dn_0: 0.4942 (0.5457)  loss_vfl_dn_1: 0.3704 (0.3768)  loss_bbox_dn_1: 0.1457 (0.1885)  loss_giou_dn_1: 0.3844 (0.4375)  loss_vfl_dn_2: 0.3542 (0.3597)  loss_bbox_dn_2: 0.1310 (0.1684)  loss_giou_dn_2: 0.3499 (0.4090)  loss_vfl_dn_3: 0.3467 (0.3533)  loss_bbox_dn_3: 0.1276 (0.1634)  loss_giou_dn_3: 0.3428 (0.4020)  loss_vfl_dn_4: 0.3427 (0.3506)  loss_bbox_dn_4: 0.1256 (0.1616)  loss_giou_dn_4: 0.3430 (0.3995)  loss_vfl_dn_5: 0.3424 (0.3500)  loss_bbox_dn_5: 0.1256 (0.1616)  loss_giou_dn_5: 0.3430 (0.3997)  time: 0.4872  data: 0.0102  max mem: 16873
Epoch: [71]  [10200/14785]  eta: 0:38:20  lr: 0.000100  loss: 15.6326 (15.2673)  loss_vfl: 0.6620 (0.6707)  loss_bbox: 0.1422 (0.1506)  loss_giou: 0.4760 (0.4491)  loss_vfl_aux_0: 0.7567 (0.7637)  loss_bbox_aux_0: 0.1571 (0.1611)  loss_giou_aux_0: 0.4790 (0.4704)  loss_vfl_aux_1: 0.6970 (0.7193)  loss_bbox_aux_1: 0.1519 (0.1550)  loss_giou_aux_1: 0.4537 (0.4584)  loss_vfl_aux_2: 0.6811 (0.6966)  loss_bbox_aux_2: 0.1469 (0.1525)  loss_giou_aux_2: 0.4717 (0.4533)  loss_vfl_aux_3: 0.6714 (0.6826)  loss_bbox_aux_3: 0.1410 (0.1515)  loss_giou_aux_3: 0.4877 (0.4507)  loss_vfl_aux_4: 0.6701 (0.6752)  loss_bbox_aux_4: 0.1421 (0.1506)  loss_giou_aux_4: 0.4754 (0.4492)  loss_vfl_aux_5: 0.7371 (0.7550)  loss_bbox_aux_5: 0.1850 (0.1947)  loss_giou_aux_5: 0.5432 (0.5279)  loss_vfl_dn_0: 0.4443 (0.4432)  loss_bbox_dn_0: 0.2931 (0.2587)  loss_giou_dn_0: 0.5199 (0.5456)  loss_vfl_dn_1: 0.3960 (0.3768)  loss_bbox_dn_1: 0.1821 (0.1885)  loss_giou_dn_1: 0.4336 (0.4374)  loss_vfl_dn_2: 0.3820 (0.3597)  loss_bbox_dn_2: 0.1620 (0.1684)  loss_giou_dn_2: 0.3993 (0.4089)  loss_vfl_dn_3: 0.3742 (0.3533)  loss_bbox_dn_3: 0.1520 (0.1634)  loss_giou_dn_3: 0.3816 (0.4019)  loss_vfl_dn_4: 0.3712 (0.3506)  loss_bbox_dn_4: 0.1505 (0.1617)  loss_giou_dn_4: 0.3724 (0.3994)  loss_vfl_dn_5: 0.3679 (0.3500)  loss_bbox_dn_5: 0.1505 (0.1617)  loss_giou_dn_5: 0.3724 (0.3997)  time: 0.5309  data: 0.0099  max mem: 16873
Epoch: [71]  [10300/14785]  eta: 0:37:30  lr: 0.000100  loss: 15.3498 (15.2683)  loss_vfl: 0.6533 (0.6707)  loss_bbox: 0.1534 (0.1507)  loss_giou: 0.4465 (0.4490)  loss_vfl_aux_0: 0.7376 (0.7637)  loss_bbox_aux_0: 0.1686 (0.1612)  loss_giou_aux_0: 0.4798 (0.4704)  loss_vfl_aux_1: 0.6985 (0.7194)  loss_bbox_aux_1: 0.1569 (0.1551)  loss_giou_aux_1: 0.4417 (0.4584)  loss_vfl_aux_2: 0.6833 (0.6966)  loss_bbox_aux_2: 0.1570 (0.1525)  loss_giou_aux_2: 0.4185 (0.4533)  loss_vfl_aux_3: 0.6675 (0.6826)  loss_bbox_aux_3: 0.1544 (0.1516)  loss_giou_aux_3: 0.4512 (0.4507)  loss_vfl_aux_4: 0.6481 (0.6752)  loss_bbox_aux_4: 0.1534 (0.1507)  loss_giou_aux_4: 0.4438 (0.4492)  loss_vfl_aux_5: 0.7309 (0.7550)  loss_bbox_aux_5: 0.1995 (0.1948)  loss_giou_aux_5: 0.5353 (0.5280)  loss_vfl_dn_0: 0.4469 (0.4432)  loss_bbox_dn_0: 0.2524 (0.2588)  loss_giou_dn_0: 0.5672 (0.5457)  loss_vfl_dn_1: 0.3845 (0.3768)  loss_bbox_dn_1: 0.1765 (0.1886)  loss_giou_dn_1: 0.4635 (0.4374)  loss_vfl_dn_2: 0.3644 (0.3597)  loss_bbox_dn_2: 0.1715 (0.1685)  loss_giou_dn_2: 0.4256 (0.4089)  loss_vfl_dn_3: 0.3611 (0.3533)  loss_bbox_dn_3: 0.1669 (0.1635)  loss_giou_dn_3: 0.4214 (0.4019)  loss_vfl_dn_4: 0.3563 (0.3506)  loss_bbox_dn_4: 0.1637 (0.1617)  loss_giou_dn_4: 0.4162 (0.3994)  loss_vfl_dn_5: 0.3535 (0.3500)  loss_bbox_dn_5: 0.1638 (0.1617)  loss_giou_dn_5: 0.4161 (0.3997)  time: 0.4810  data: 0.0092  max mem: 16873
Epoch: [71]  [10400/14785]  eta: 0:36:40  lr: 0.000100  loss: 14.4445 (15.2706)  loss_vfl: 0.6898 (0.6709)  loss_bbox: 0.1229 (0.1506)  loss_giou: 0.4141 (0.4492)  loss_vfl_aux_0: 0.7402 (0.7638)  loss_bbox_aux_0: 0.1425 (0.1611)  loss_giou_aux_0: 0.4386 (0.4706)  loss_vfl_aux_1: 0.6702 (0.7194)  loss_bbox_aux_1: 0.1296 (0.1550)  loss_giou_aux_1: 0.4247 (0.4586)  loss_vfl_aux_2: 0.6496 (0.6968)  loss_bbox_aux_2: 0.1286 (0.1525)  loss_giou_aux_2: 0.4190 (0.4535)  loss_vfl_aux_3: 0.6561 (0.6827)  loss_bbox_aux_3: 0.1274 (0.1515)  loss_giou_aux_3: 0.4163 (0.4509)  loss_vfl_aux_4: 0.6699 (0.6753)  loss_bbox_aux_4: 0.1254 (0.1506)  loss_giou_aux_4: 0.4138 (0.4493)  loss_vfl_aux_5: 0.7324 (0.7550)  loss_bbox_aux_5: 0.1901 (0.1947)  loss_giou_aux_5: 0.4827 (0.5282)  loss_vfl_dn_0: 0.4421 (0.4432)  loss_bbox_dn_0: 0.2474 (0.2588)  loss_giou_dn_0: 0.5102 (0.5458)  loss_vfl_dn_1: 0.3759 (0.3769)  loss_bbox_dn_1: 0.1838 (0.1885)  loss_giou_dn_1: 0.3830 (0.4376)  loss_vfl_dn_2: 0.3577 (0.3597)  loss_bbox_dn_2: 0.1596 (0.1684)  loss_giou_dn_2: 0.3461 (0.4091)  loss_vfl_dn_3: 0.3457 (0.3534)  loss_bbox_dn_3: 0.1551 (0.1634)  loss_giou_dn_3: 0.3416 (0.4020)  loss_vfl_dn_4: 0.3419 (0.3507)  loss_bbox_dn_4: 0.1530 (0.1617)  loss_giou_dn_4: 0.3423 (0.3995)  loss_vfl_dn_5: 0.3409 (0.3501)  loss_bbox_dn_5: 0.1530 (0.1617)  loss_giou_dn_5: 0.3423 (0.3998)  time: 0.5280  data: 0.0097  max mem: 16873
Epoch: [71]  [10500/14785]  eta: 0:35:49  lr: 0.000100  loss: 14.7324 (15.2718)  loss_vfl: 0.6326 (0.6710)  loss_bbox: 0.1250 (0.1506)  loss_giou: 0.4145 (0.4492)  loss_vfl_aux_0: 0.7210 (0.7639)  loss_bbox_aux_0: 0.1396 (0.1611)  loss_giou_aux_0: 0.4336 (0.4707)  loss_vfl_aux_1: 0.6650 (0.7195)  loss_bbox_aux_1: 0.1324 (0.1550)  loss_giou_aux_1: 0.4294 (0.4586)  loss_vfl_aux_2: 0.6691 (0.6970)  loss_bbox_aux_2: 0.1267 (0.1525)  loss_giou_aux_2: 0.4204 (0.4535)  loss_vfl_aux_3: 0.6514 (0.6829)  loss_bbox_aux_3: 0.1271 (0.1515)  loss_giou_aux_3: 0.4208 (0.4509)  loss_vfl_aux_4: 0.6470 (0.6755)  loss_bbox_aux_4: 0.1241 (0.1506)  loss_giou_aux_4: 0.4141 (0.4493)  loss_vfl_aux_5: 0.6978 (0.7552)  loss_bbox_aux_5: 0.1691 (0.1947)  loss_giou_aux_5: 0.4882 (0.5282)  loss_vfl_dn_0: 0.4401 (0.4432)  loss_bbox_dn_0: 0.2220 (0.2587)  loss_giou_dn_0: 0.5190 (0.5459)  loss_vfl_dn_1: 0.3722 (0.3769)  loss_bbox_dn_1: 0.1522 (0.1885)  loss_giou_dn_1: 0.3961 (0.4376)  loss_vfl_dn_2: 0.3524 (0.3597)  loss_bbox_dn_2: 0.1355 (0.1684)  loss_giou_dn_2: 0.3629 (0.4091)  loss_vfl_dn_3: 0.3409 (0.3534)  loss_bbox_dn_3: 0.1278 (0.1634)  loss_giou_dn_3: 0.3526 (0.4021)  loss_vfl_dn_4: 0.3380 (0.3507)  loss_bbox_dn_4: 0.1281 (0.1617)  loss_giou_dn_4: 0.3503 (0.3996)  loss_vfl_dn_5: 0.3386 (0.3501)  loss_bbox_dn_5: 0.1282 (0.1617)  loss_giou_dn_5: 0.3501 (0.3999)  time: 0.4955  data: 0.0095  max mem: 16873
Epoch: [71]  [10600/14785]  eta: 0:34:59  lr: 0.000100  loss: 15.5803 (15.2723)  loss_vfl: 0.6516 (0.6710)  loss_bbox: 0.1404 (0.1507)  loss_giou: 0.4351 (0.4493)  loss_vfl_aux_0: 0.7344 (0.7638)  loss_bbox_aux_0: 0.1556 (0.1612)  loss_giou_aux_0: 0.4348 (0.4708)  loss_vfl_aux_1: 0.7147 (0.7194)  loss_bbox_aux_1: 0.1440 (0.1551)  loss_giou_aux_1: 0.4279 (0.4587)  loss_vfl_aux_2: 0.6882 (0.6969)  loss_bbox_aux_2: 0.1465 (0.1525)  loss_giou_aux_2: 0.4273 (0.4535)  loss_vfl_aux_3: 0.6870 (0.6828)  loss_bbox_aux_3: 0.1416 (0.1516)  loss_giou_aux_3: 0.4340 (0.4510)  loss_vfl_aux_4: 0.6641 (0.6754)  loss_bbox_aux_4: 0.1403 (0.1507)  loss_giou_aux_4: 0.4343 (0.4494)  loss_vfl_aux_5: 0.7573 (0.7551)  loss_bbox_aux_5: 0.1693 (0.1947)  loss_giou_aux_5: 0.5242 (0.5283)  loss_vfl_dn_0: 0.4365 (0.4432)  loss_bbox_dn_0: 0.2640 (0.2587)  loss_giou_dn_0: 0.5504 (0.5458)  loss_vfl_dn_1: 0.3778 (0.3769)  loss_bbox_dn_1: 0.1898 (0.1885)  loss_giou_dn_1: 0.4538 (0.4376)  loss_vfl_dn_2: 0.3603 (0.3597)  loss_bbox_dn_2: 0.1756 (0.1684)  loss_giou_dn_2: 0.4199 (0.4091)  loss_vfl_dn_3: 0.3536 (0.3534)  loss_bbox_dn_3: 0.1709 (0.1635)  loss_giou_dn_3: 0.4067 (0.4020)  loss_vfl_dn_4: 0.3511 (0.3507)  loss_bbox_dn_4: 0.1656 (0.1617)  loss_giou_dn_4: 0.4041 (0.3995)  loss_vfl_dn_5: 0.3498 (0.3501)  loss_bbox_dn_5: 0.1656 (0.1617)  loss_giou_dn_5: 0.4052 (0.3998)  time: 0.4680  data: 0.0095  max mem: 16873
Epoch: [71]  [10700/14785]  eta: 0:34:09  lr: 0.000100  loss: 15.2108 (15.2737)  loss_vfl: 0.6789 (0.6712)  loss_bbox: 0.1671 (0.1507)  loss_giou: 0.3917 (0.4493)  loss_vfl_aux_0: 0.7781 (0.7640)  loss_bbox_aux_0: 0.1669 (0.1612)  loss_giou_aux_0: 0.3967 (0.4707)  loss_vfl_aux_1: 0.7262 (0.7195)  loss_bbox_aux_1: 0.1693 (0.1551)  loss_giou_aux_1: 0.3944 (0.4587)  loss_vfl_aux_2: 0.7098 (0.6971)  loss_bbox_aux_2: 0.1672 (0.1526)  loss_giou_aux_2: 0.3961 (0.4535)  loss_vfl_aux_3: 0.7014 (0.6830)  loss_bbox_aux_3: 0.1674 (0.1516)  loss_giou_aux_3: 0.3999 (0.4509)  loss_vfl_aux_4: 0.6967 (0.6756)  loss_bbox_aux_4: 0.1671 (0.1507)  loss_giou_aux_4: 0.3969 (0.4494)  loss_vfl_aux_5: 0.7824 (0.7553)  loss_bbox_aux_5: 0.2028 (0.1947)  loss_giou_aux_5: 0.4467 (0.5282)  loss_vfl_dn_0: 0.4398 (0.4432)  loss_bbox_dn_0: 0.2744 (0.2588)  loss_giou_dn_0: 0.5135 (0.5458)  loss_vfl_dn_1: 0.3786 (0.3769)  loss_bbox_dn_1: 0.1950 (0.1886)  loss_giou_dn_1: 0.3984 (0.4375)  loss_vfl_dn_2: 0.3589 (0.3597)  loss_bbox_dn_2: 0.1779 (0.1685)  loss_giou_dn_2: 0.3827 (0.4090)  loss_vfl_dn_3: 0.3539 (0.3534)  loss_bbox_dn_3: 0.1790 (0.1635)  loss_giou_dn_3: 0.3737 (0.4020)  loss_vfl_dn_4: 0.3529 (0.3507)  loss_bbox_dn_4: 0.1759 (0.1618)  loss_giou_dn_4: 0.3733 (0.3995)  loss_vfl_dn_5: 0.3524 (0.3501)  loss_bbox_dn_5: 0.1759 (0.1618)  loss_giou_dn_5: 0.3735 (0.3998)  time: 0.5448  data: 0.0092  max mem: 16873
Epoch: [71]  [10800/14785]  eta: 0:33:19  lr: 0.000100  loss: 15.3779 (15.2729)  loss_vfl: 0.6515 (0.6712)  loss_bbox: 0.1504 (0.1507)  loss_giou: 0.4261 (0.4493)  loss_vfl_aux_0: 0.7354 (0.7639)  loss_bbox_aux_0: 0.1479 (0.1611)  loss_giou_aux_0: 0.4550 (0.4707)  loss_vfl_aux_1: 0.6993 (0.7195)  loss_bbox_aux_1: 0.1545 (0.1551)  loss_giou_aux_1: 0.4360 (0.4587)  loss_vfl_aux_2: 0.6776 (0.6971)  loss_bbox_aux_2: 0.1556 (0.1525)  loss_giou_aux_2: 0.4160 (0.4535)  loss_vfl_aux_3: 0.6520 (0.6829)  loss_bbox_aux_3: 0.1456 (0.1516)  loss_giou_aux_3: 0.4209 (0.4509)  loss_vfl_aux_4: 0.6372 (0.6756)  loss_bbox_aux_4: 0.1503 (0.1507)  loss_giou_aux_4: 0.4321 (0.4494)  loss_vfl_aux_5: 0.7425 (0.7553)  loss_bbox_aux_5: 0.1889 (0.1947)  loss_giou_aux_5: 0.4981 (0.5282)  loss_vfl_dn_0: 0.4338 (0.4432)  loss_bbox_dn_0: 0.2558 (0.2587)  loss_giou_dn_0: 0.5412 (0.5458)  loss_vfl_dn_1: 0.3760 (0.3769)  loss_bbox_dn_1: 0.2031 (0.1886)  loss_giou_dn_1: 0.4213 (0.4375)  loss_vfl_dn_2: 0.3594 (0.3597)  loss_bbox_dn_2: 0.1634 (0.1685)  loss_giou_dn_2: 0.3936 (0.4090)  loss_vfl_dn_3: 0.3533 (0.3534)  loss_bbox_dn_3: 0.1588 (0.1635)  loss_giou_dn_3: 0.3855 (0.4020)  loss_vfl_dn_4: 0.3520 (0.3507)  loss_bbox_dn_4: 0.1574 (0.1617)  loss_giou_dn_4: 0.3852 (0.3995)  loss_vfl_dn_5: 0.3515 (0.3501)  loss_bbox_dn_5: 0.1575 (0.1618)  loss_giou_dn_5: 0.3850 (0.3998)  time: 0.5153  data: 0.0094  max mem: 16873
Epoch: [71]  [10900/14785]  eta: 0:32:28  lr: 0.000100  loss: 15.3338 (15.2769)  loss_vfl: 0.6752 (0.6713)  loss_bbox: 0.1388 (0.1508)  loss_giou: 0.4186 (0.4495)  loss_vfl_aux_0: 0.7417 (0.7641)  loss_bbox_aux_0: 0.1315 (0.1612)  loss_giou_aux_0: 0.4580 (0.4709)  loss_vfl_aux_1: 0.6768 (0.7196)  loss_bbox_aux_1: 0.1320 (0.1551)  loss_giou_aux_1: 0.4367 (0.4589)  loss_vfl_aux_2: 0.6920 (0.6972)  loss_bbox_aux_2: 0.1320 (0.1526)  loss_giou_aux_2: 0.4388 (0.4537)  loss_vfl_aux_3: 0.6948 (0.6831)  loss_bbox_aux_3: 0.1307 (0.1516)  loss_giou_aux_3: 0.4187 (0.4511)  loss_vfl_aux_4: 0.6794 (0.6757)  loss_bbox_aux_4: 0.1291 (0.1508)  loss_giou_aux_4: 0.4253 (0.4496)  loss_vfl_aux_5: 0.7234 (0.7554)  loss_bbox_aux_5: 0.1693 (0.1947)  loss_giou_aux_5: 0.5296 (0.5284)  loss_vfl_dn_0: 0.4380 (0.4432)  loss_bbox_dn_0: 0.2121 (0.2588)  loss_giou_dn_0: 0.5109 (0.5459)  loss_vfl_dn_1: 0.3714 (0.3769)  loss_bbox_dn_1: 0.1524 (0.1886)  loss_giou_dn_1: 0.3951 (0.4377)  loss_vfl_dn_2: 0.3504 (0.3598)  loss_bbox_dn_2: 0.1290 (0.1685)  loss_giou_dn_2: 0.3684 (0.4092)  loss_vfl_dn_3: 0.3451 (0.3534)  loss_bbox_dn_3: 0.1289 (0.1635)  loss_giou_dn_3: 0.3680 (0.4021)  loss_vfl_dn_4: 0.3366 (0.3507)  loss_bbox_dn_4: 0.1281 (0.1618)  loss_giou_dn_4: 0.3683 (0.3996)  loss_vfl_dn_5: 0.3363 (0.3501)  loss_bbox_dn_5: 0.1281 (0.1618)  loss_giou_dn_5: 0.3692 (0.3999)  time: 0.4688  data: 0.0095  max mem: 16873
Epoch: [71]  [11000/14785]  eta: 0:31:38  lr: 0.000100  loss: 14.8907 (15.2777)  loss_vfl: 0.6816 (0.6714)  loss_bbox: 0.1388 (0.1508)  loss_giou: 0.4212 (0.4494)  loss_vfl_aux_0: 0.7513 (0.7641)  loss_bbox_aux_0: 0.1516 (0.1612)  loss_giou_aux_0: 0.4374 (0.4709)  loss_vfl_aux_1: 0.6928 (0.7195)  loss_bbox_aux_1: 0.1463 (0.1552)  loss_giou_aux_1: 0.4272 (0.4589)  loss_vfl_aux_2: 0.7006 (0.6972)  loss_bbox_aux_2: 0.1387 (0.1526)  loss_giou_aux_2: 0.4280 (0.4537)  loss_vfl_aux_3: 0.6903 (0.6832)  loss_bbox_aux_3: 0.1329 (0.1516)  loss_giou_aux_3: 0.4334 (0.4511)  loss_vfl_aux_4: 0.6758 (0.6758)  loss_bbox_aux_4: 0.1400 (0.1508)  loss_giou_aux_4: 0.4181 (0.4496)  loss_vfl_aux_5: 0.7482 (0.7555)  loss_bbox_aux_5: 0.1506 (0.1947)  loss_giou_aux_5: 0.5111 (0.5283)  loss_vfl_dn_0: 0.4345 (0.4432)  loss_bbox_dn_0: 0.2188 (0.2588)  loss_giou_dn_0: 0.5573 (0.5460)  loss_vfl_dn_1: 0.3786 (0.3769)  loss_bbox_dn_1: 0.1643 (0.1886)  loss_giou_dn_1: 0.4372 (0.4377)  loss_vfl_dn_2: 0.3548 (0.3598)  loss_bbox_dn_2: 0.1440 (0.1685)  loss_giou_dn_2: 0.4016 (0.4092)  loss_vfl_dn_3: 0.3482 (0.3535)  loss_bbox_dn_3: 0.1372 (0.1636)  loss_giou_dn_3: 0.3904 (0.4021)  loss_vfl_dn_4: 0.3453 (0.3507)  loss_bbox_dn_4: 0.1357 (0.1618)  loss_giou_dn_4: 0.3904 (0.3996)  loss_vfl_dn_5: 0.3458 (0.3501)  loss_bbox_dn_5: 0.1357 (0.1618)  loss_giou_dn_5: 0.3900 (0.3999)  time: 0.5160  data: 0.0094  max mem: 16873
